id,stationery
1000,"['凭证单据', '文件套', '圆珠笔', '账本账册', '钢笔', '橡皮', '便利贴']"
1001,"['订书机', '钥匙管理', '荧光笔', '无线装订本']"
1002,"['白板系列', '记号笔', '拍纸本', '复写纸', '起钉器', '活页本', '挂劳夹', '修正带', '橡皮', '便利贴']"
1003,"['胶带', '卡片袋', '水彩笔', '修正带', '名片盒']"
1004,"['手提金库', '证书系列', '订书机', '笔筒', '分类文件夹', '钥匙管理', '圆珠笔', '铅笔', '活页本']"
1005,"['手提金库', '电脑夹', '文件柜', '修正带', '名片盒', '板夹']"
1006,"['书立', '铅笔']"
1007,"['炭笔', '书立']"
1008,"['电脑夹', '文件篮', '笔筒']"
1009,"['证书系列', '修正液', '无碳复写票据', '中性笔']"
1010,['中性笔']
1011,"['手提金库', '台座系列', '笔袋', '便利贴']"
1012,"['档案盒', '订书机', '记号笔', '分类文件夹', '切纸刀', '荧光笔', '圆珠笔', '剪刀', '铅笔', '活页本', '修正带', '钉针系列', '台笔', '资料架', 'CD包/册']"
1013,"['笔袋', '记号笔', '账本账册', '起钉器', '活页本', '中性笔']"
1014,"['台座系列', '会议记录本', '文件套', '圆珠笔', '复写纸', '活页本', '橡皮', '便利贴']"
1015,"['文件套', '胶棒']"
1016,"['台座系列', '便利贴']"
1017,"['档案盒', '证书系列', '台座系列', '会议记录本', '订书机', '荧光笔', '圆珠笔', '剪刀', '修正带', '橡皮', '板夹', '中性笔', '便利贴']"
1018,['胶带']
1019,"['胶带', '订书机', '书立', '复写纸', '中性笔']"
1020,['中性笔']
1021,['印章箱']
1022,"['台座系列', '无孔文件夹', '印台', '书立', '文件套']"
1023,"['板夹', '中性笔']"
1024,"['台历架', '订书机', '活页本', '仪尺']"
1025,"['记号笔', '无线装订本', '软笔']"
1026,['档案袋']
1027,"['水彩笔', '文件套', '资料册', '圆珠笔', '无碳复写票据', '起钉器', '活页本', '票据夹']"
1028,"['胶带', '用友耗材']"
1029,['荧光笔']
1030,"['档案盒', '胶带', '修正液', '修正带', 'CD包/册']"
1031,"['便签纸', '账本账册', '铅笔', '中性笔']"
1032,"['蜡笔', '卡片袋', '修正带', 'CD包/册']"
1033,"['文件套', '便利贴']"
1034,"['白板系列', '相册', '印章箱', '凭证单据', '笔筒', '钥匙管理', '文件套', '号码机', '胶棒', '无线装订本', '毛笔', '名片盒', '便利贴']"
1035,"['会议记录本', '文件柜', '胶棒', '复写纸', '修正带', '资料架', 'CD包/册', '便利贴']"
1036,"['无孔文件夹', '公事包', '资料册', '活页本', '中性笔']"
1037,"['便签纸', '电脑夹', '修正液']"
1038,['胶带']
1039,"['便签纸', '专用印章']"
1040,"['笔筒', '无碳复写票据', '仪尺', '名片盒', '中性笔']"
1041,['修正带']
1042,"['文件篮', '订书机', '拍纸本', '圆珠笔', '账本账册', '资料架', '便利贴']"
1043,"['票夹', '印台', '圆珠笔']"
1044,['炭笔']
1045,"['卡片袋', '文件套', '圆珠笔', '活页本', '报刊架']"
1046,"['订书机', '螺旋本', '记号笔', '胶棒', '圆珠笔', '皮面本', '票据夹', '仪尺', '橡皮', '板夹']"
1047,"['笔袋', '支票夹', '笔筒', '钥匙管理', '圆珠笔', '剪刀', '复写纸', '活页本', '仪尺', '无线装订本', '报刊架', '名片盒', '中性笔', '便利贴']"
1048,['活页本']
1049,['POP笔']
1050,"['便签纸', '档案袋', '修正液', '橡皮', '板夹', '中性笔']"
1051,"['蜡笔', '笔筒', '记号笔', '胶棒', '铅笔', '修正带', '台笔', '用友耗材', '便利贴']"
1052,"['剪刀', '中性笔']"
1053,"['档案袋', '卡片袋', '订书机', '印台', '笔筒', '文件套', '修正带', '中性笔', '便利贴']"
1054,"['胶带', '文件柜', '无线装订本']"
1055,['修正带']
1056,"['证书系列', '铅笔', '拉链袋']"
1057,"['证书系列', '无孔文件夹', '印章箱', '印台', '支票夹', '笔筒', '计算器', '剪刀', '起钉器', '皮面本', '美工刀', '无线装订本', '板夹', '中性笔']"
1058,"['证件卡', '炭笔', '账本账册', '无线装订本']"
1059,"['便签纸', '杂志架', '铅笔', '中性笔']"
1060,['档案袋']
1061,"['卡片袋', '财务计算器', '美工刀']"
1062,"['修正液', '无线装订本']"
1063,"['支票夹', '中性笔']"
1064,"['水彩笔', '胶带座', '笔筒', '记号笔', '墨水笔芯', '圆珠笔', '复写纸', '账本账册', '活页本', '无线装订本', '毛笔', '中性笔', '便利贴']"
1065,['名片盒']
1066,"['会议记录本', '台历架', '印台', '剪刀', '复写纸', '活页本', '用友耗材', '软笔', '板夹', '便利贴']"
1067,"['证书系列', '记号笔', '胶棒', '圆珠笔', '中性笔']"
1068,"['削笔刀', '证书系列', '印章箱', '会议记录本', '记号笔', '剪刀', '皮面本', '铅笔', '仪尺', '钉针系列', '用友耗材', '名片盒', '便利贴']"
1069,"['笔袋', '专用印章', '修正带', '资料架', '板夹']"
1070,"['证书系列', '订书机', '笔筒', '计算器', '分类文件夹', '炭笔', '修正液', '便利贴']"
1071,['票夹']
1072,['档案盒']
1073,"['档案盒', '相册', '记号笔', '修正液', '无碳复写票据', '剪刀', '复写纸', '皮面本', '铅笔', '活页本', '无线装订本', '橡皮', '板夹']"
1074,"['便签纸', '书立', '圆珠笔', '中性笔', '便利贴']"
1075,"['订书机', '印台', '计算器', '书立', '圆珠笔', '剪刀', '铅笔', '仪尺', '资料架']"
1076,['有孔文件夹']
1077,"['白板系列', '圆珠笔', '图纸夹', '仪尺', '钉针系列', '板夹', '中性笔']"
1078,"['胶带', '蜡笔', '票夹', '笔筒', '书立', '无线装订本']"
1080,"['胶带', '无线装订本']"
1081,"['胶带', '票夹', '无线装订本']"
1082,"['档案盒', '胶带', '档案袋', '无孔文件夹', '会议记录本', '号码机', '剪刀', '图纸夹', '票据夹', '无线装订本', '资料架', '软笔', '中性笔']"
1083,"['文件柜', '凭证单据', '印台', '文件套', '剪刀', '毛笔', '橡皮']"
1084,"['胶带', '蜡笔', '无孔文件夹', '笔袋', '支票夹', '笔筒', '分类文件夹', '文件套', '号码机', '圆珠笔', '剪刀', '图纸夹', '皮面本', '杂志架', '活页本', '毛笔', '中性笔', '便利贴']"
1085,"['无孔文件夹', '包装用品', '文件篮', '订书机', '书立', '号码机', '剪刀', '皮面本', '钢笔', '修正带', '无线装订本', '台笔', 'CD包/册', '橡皮', '软笔', '板夹', '中性笔']"
1086,"['胶带', '证书系列', '卡片袋', '剪刀', '铅笔', '软笔']"
1087,"['档案袋', '笔袋', '文件柜', '活页本', '用友耗材', '便利贴']"
1088,"['削笔刀', '名片盒']"
1089,"['笔袋', '印台']"
1090,"['档案盒', '档案袋', '笔袋', '电脑夹', '订书机', '圆珠笔', '铅笔', '票据夹', '修正带', '无线装订本', '中性笔']"
1091,"['无孔文件夹', '圆珠笔', 'CD包/册', '胶水']"
1092,"['档案袋', '证书系列', '台座系列', '证件卡', '印章箱', '会议记录本', '文件柜', '支票夹', '笔筒', '圆珠笔', '无碳复写票据', '剪刀', '复写纸', '铅笔', '票据夹', '仪尺', '修正带', '台笔', '橡皮', '软笔', '名片盒', '板夹', '便利贴']"
1093,"['证书系列', '笔袋', '文件柜', '报告夹', '修正带', '用友耗材', '中性笔']"
1094,"['电脑夹', '炭笔', '软笔']"
1095,['CD包/册']
1096,"['胶带', '白板笔', '印台', '支票夹', '拍纸本', '文件套', '起钉器', '票据夹', '挂劳夹', '无线装订本', '用友耗材', '便利贴']"
1097,['账本账册']
1098,"['印章箱', '用友耗材', '软笔']"
1099,"['档案袋', '卡片袋', '电脑夹', '订书机', '胶棒', '无线装订本', '用友耗材']"
1101,"['便签纸', '证书系列', '笔袋', '文件套', '用友耗材']"
1102,"['档案袋', '证书系列', '相册', '墨水笔芯', '文件套', '荧光笔', '圆珠笔', '仪尺', '橡皮', '板夹', '便利贴']"
1103,"['胶带', '订书机', '印台', '圆珠笔', '剪刀', '铅笔', '活页本']"
1104,"['笔袋', '水彩笔', '台历架', '修正带', '用友耗材', '便利贴']"
1105,"['胶带', '票夹', '笔筒', '计算器', '皮面本', '钢笔', '修正带', '无线装订本', '板夹', '中性笔']"
1106,"['证书系列', '无孔文件夹', '笔袋', '计算器', '拍纸本', '号码机', '圆珠笔', '复写纸']"
1107,"['胶带', '卡片袋']"
1108,['蜡笔']
1109,"['便签纸', '水彩笔', '圆珠笔', '复写纸', '无线装订本', '橡皮']"
1110,"['电脑夹', '订书机', '印台', '胶带座', '螺旋本', '切纸刀', '剪刀', '铅笔', '仪尺', '用友耗材']"
1111,"['笔袋', '墨水笔芯', '打孔器', '铅笔', 'CD包/册']"
1112,"['蜡笔', '无线装订本']"
1113,"['胶带', '报告夹', '铅笔', '活页本', '仪尺', '胶水']"
1114,"['电脑夹', '螺旋本', '支票夹', '图纸夹', '钉针系列', '便利贴']"
1115,"['便签纸', '相册', '电脑夹', '台历架', '订书机', '文件套', '公事包', '号码机', '圆珠笔', '美工刀', '钉针系列', '台笔', '中性笔', '便利贴']"
1116,['美工刀']
1117,['用友耗材']
1118,['档案袋']
1119,['钢笔']
1120,"['修正液', '修正带', '无线装订本', '中性笔']"
1121,"['相册', '台历架', '修正带']"
1122,"['胶带', '笔袋', '会议记录本', '文件柜', '螺旋本', '支票夹', '笔筒', '记号笔', '号码机', '圆珠笔', '复写纸', '活页本', 'CD包/册', '橡皮', '用友耗材', '名片盒', '中性笔']"
1123,"['便签纸', '证书系列', '卡片袋', '印章箱', '笔袋', '圆珠笔', '挂劳夹', '无线装订本', '软笔']"
1124,"['胶带', '水彩笔', '文件套', '公事包', '圆珠笔', '打孔器', '票据夹']"
1125,['铅笔']
1126,"['笔筒', '活页本', '拉链袋', '票据夹', '名片盒']"
1127,"['便签纸', '会议记录本', '圆珠笔', '橡皮', '名片盒', '中性笔']"
1128,"['便签纸', '档案袋', '资料册', '无线装订本', '毛笔']"
1129,['修正带']
1130,"['便签纸', '档案袋', '记号笔', '胶水']"
1131,"['蜡笔', '水彩笔', '计算器', '皮面本', '橡皮', '板夹']"
1132,['活页本']
1133,"['卡片袋', '炭笔', '修正液', '号码机', '修正带']"
1134,"['便签纸', '胶带', '号码机', '圆珠笔', '橡皮']"
1135,"['笔筒', '圆珠笔', '无线装订本']"
1136,['文件柜']
1138,"['资料册', '圆珠笔', '便利贴']"
1139,['修正液']
1140,['圆珠笔']
1141,['修正液']
1142,"['卡片袋', '文件柜', '无线装订本', '用友耗材', '便利贴']"
1143,"['水彩笔', '印台', '笔筒', '胶棒', '铅笔', '橡皮']"
1144,"['削笔刀', '胶带', '证件卡', '笔袋', '复写纸', '仪尺', '钉针系列', '无线装订本', '毛笔', '便利贴']"
1145,"['笔袋', '公事包', '圆珠笔', '活页本', '票据夹', '钢笔', '名片盒']"
1146,"['便签纸', '报告夹', '文件套', '剪刀', '仪尺', '无线装订本', '便利贴']"
1147,['荧光笔']
1148,"['档案盒', '胶带', '档案袋', 'POP笔', '笔袋', '台历架', '拍纸本', '钥匙管理', '荧光笔', '圆珠笔', '名片盒', '中性笔', '便利贴']"
1149,"['档案袋', '证书系列', '白板笔', '笔筒', '圆珠笔', '剪刀', '复写纸', '名片盒', '便利贴']"
1150,"['订书机', '支票夹', '计算器', '墨水笔芯', '荧光笔', '圆珠笔', '皮面本', '铅笔', '修正带', '板夹']"
1151,"['胶棒', '便利贴']"
1152,"['胶带', '笔袋', '会议记录本', '记号笔', '软笔']"
1153,"['圆珠笔', '毛笔']"
1154,"['财务计算器', '螺旋本', '账本账册', '修正带']"
1156,"['记号笔', '计算器', '炭笔', '资料册', '报刊架', '板夹']"
1157,"['胶带', '卡片袋', '电脑夹', '记号笔', '无碳复写票据', '无线装订本', '胶水']"
1158,['剪刀']
1159,"['胶带', '笔袋', '美工刀']"
1161,"['文件柜', '板夹']"
1162,"['笔袋', '书立', '复写纸', '橡皮']"
1163,['无线装订本']
1164,['票夹']
1165,"['便签纸', '活页本', '钉针系列', '无线装订本']"
1166,"['圆珠笔', '账本账册']"
1167,"['笔筒', '用友耗材', '中性笔']"
1168,"['蜡笔', '圆珠笔', '修正带', '无线装订本', '橡皮']"
1169,"['卡片袋', '电脑夹', '文件套', '号码机', '资料册', '圆珠笔', '无碳复写票据', '仪尺', '修正带']"
1170,"['胶带', '档案袋', '卡片袋', '有孔文件夹', '公事包', '圆珠笔', '仪尺', '修正带']"
1171,"['胶带', '卡片袋', '电脑夹', '文件柜', '凭证单据', '笔筒', '圆珠笔', '账本账册', '杂志架', '票据夹', '无线装订本', '橡皮', '便利贴']"
1172,"['档案袋', '笔袋', '复写纸', '仪尺', '修正带']"
1173,"['印章箱', '记号笔']"
1174,"['记号笔', '剪刀', '票据夹', '修正带']"
1175,"['胶带', '圆珠笔', '皮面本', '便利贴']"
1176,['起钉器']
1177,"['胶带', '起钉器']"
1178,"['钥匙管理', '起钉器']"
1179,"['台历架', '号码机', '无线装订本', '用友耗材']"
1180,"['胶带', '蜡笔', '票夹', '无线装订本', 'CD包/册']"
1181,"['卡片袋', '有孔文件夹', '铅笔']"
1182,['CD包/册']
1183,"['档案盒', '便签纸', '台座系列', '印章箱', '水彩笔', '笔筒', '圆珠笔', '名片盒', '板夹', '便利贴']"
1184,"['胶带', '无碳复写票据', '橡皮']"
1185,"['档案盒', '证书系列', '凭证单据', '圆珠笔', '铅笔', '活页本', '便利贴']"
1186,"['铅笔', '胶水']"
1187,"['手提金库', '便签纸', '杂志架', '活页本', '名片盒']"
1188,"['墨水笔芯', '钥匙管理', '资料册', '图纸夹', '铅笔', '仪尺', '中性笔']"
1189,"['档案盒', '无孔文件夹', '会议记录本', '账本账册', '名片盒', '中性笔']"
1190,"['票夹', '笔袋', '水彩笔', '支票夹', '笔筒', '剪刀', '皮面本', '铅笔', '仪尺', '中性笔']"
1191,['修正带']
1192,['卡片袋']
1193,"['卡片袋', '无线装订本']"
1194,"['铅笔', '用友耗材', '便利贴']"
1195,"['胶棒', '美工刀', '铅笔']"
1196,"['电脑夹', '铅笔']"
1197,"['档案袋', '中性笔']"
1198,"['笔袋', '水彩笔', '会议记录本', '订书机', '凭证单据', '分类文件夹', '文件套', '资料册', '圆珠笔', '活页本', '毛笔', '名片盒', '中性笔', '便利贴']"
1199,"['档案袋', '笔袋', '记号笔', '剪刀', '橡皮', '中性笔']"
1200,"['档案袋', '印章箱']"
1201,"['支票夹', '笔筒', '文件套', '资料册', '圆珠笔', '橡皮', '用友耗材', '名片盒']"
1202,"['白板系列', '胶带', '证书系列', '印台', '支票夹', '书立', '修正液', '胶棒', '铅笔', '毛笔', '橡皮', '名片盒']"
1203,['电脑夹']
1204,"['便签纸', '票夹', '计算器', '铅笔']"
1205,"['胶带', '会议记录本', '圆珠笔', '图纸夹', '便利贴']"
1206,"['台座系列', '会议记录本', '仪尺', '名片盒', '中性笔']"
1207,"['卡片袋', '文件套', '胶棒', '账本账册', '无线装订本', '中性笔']"
1208,"['笔袋', '无线装订本', '名片盒', '便利贴']"
1209,"['订书机', '钥匙管理', '剪刀', '橡皮', '中性笔']"
1210,"['水彩笔', '圆珠笔', '便利贴']"
1211,"['印章箱', '书立', '账本账册', '无线装订本', '毛笔', '中性笔']"
1212,"['白板系列', '便签纸', '蜡笔', '无孔文件夹', '印章箱', '财务计算器', '文件套', '圆珠笔', '复写纸', '账本账册', '铅笔', '无线装订本', '软笔', '胶水', '中性笔']"
1213,"['起钉器', '铅笔', '活页本', '中性笔', '便利贴']"
1214,"['证件卡', '笔袋', '修正带']"
1215,['笔筒']
1216,"['档案盒', '相册', '炭笔', '橡皮', '中性笔']"
1217,"['档案盒', '削笔刀', '证书系列', '无孔文件夹', '笔袋', '水彩笔', '会议记录本', '订书机', '凭证单据', '印台', '计算器', '分类文件夹', '钥匙管理', '文件套', '圆珠笔', '无碳复写票据', '杂志架', '铅笔', '活页本', '仪尺', '台笔', '毛笔', '橡皮', '名片盒', '中性笔', '便利贴']"
1218,"['电脑夹', '印台', '钥匙管理', '圆珠笔', '剪刀', '复写纸', '铅笔', '无线装订本', '报刊架', '软笔', '板夹', '便利贴']"
1219,"['档案盒', '便签纸', '胶带', '档案袋', '卡片袋', '墨水笔芯', '圆珠笔', '铅笔', '无线装订本']"
1220,"['档案袋', '证书系列', '台座系列', '会议记录本', '文件柜', '订书机', '计算器', '墨水笔芯', '钥匙管理', '圆珠笔', '复写纸', '账本账册', '杂志架', '名片盒', '中性笔']"
1221,['修正带']
1222,"['白板系列', '相册', '圆珠笔', '账本账册', '活页本', '票据夹', '修正带', '毛笔', '软笔']"
1223,"['便签纸', '胶带', '包装用品', '修正液']"
1224,"['便签纸', '无孔文件夹', '胶棒', '美工刀']"
1225,"['证书系列', '相册', '订书机', '公事包', '仪尺']"
1226,"['便签纸', '起钉器']"
1227,"['无孔文件夹', '订书机', '记号笔', '圆珠笔', '剪刀', '账本账册', '铅笔', '无线装订本', '资料架']"
1228,"['文件套', '圆珠笔', '票据夹', '无线装订本', '名片盒', '中性笔']"
1229,"['档案盒', '手提金库', '相册', '笔袋', '水彩笔', '白板笔', '台历架', '钥匙管理', '资料册', '圆珠笔', '账本账册', '活页本', '修正带', 'CD包/册', '中性笔', '便利贴']"
1230,"['活页本', '中性笔', '便利贴']"
1231,"['订书机', '挂劳夹', '修正带']"
1232,"['订书机', '挂劳夹', '修正带', '资料架']"
1233,"['胶带', '无线装订本']"
1234,['票据装订机']
1235,"['胶带', '卡片袋', '笔筒', '圆珠笔', '铅笔', '修正带']"
1236,['中性笔']
1237,"['档案袋', '证书系列', '电脑夹', '胶带座', '支票夹', '公事包', '剪刀', '账本账册', '仪尺', '名片盒', '板夹', '中性笔']"
1238,"['卡片袋', '铅笔', '仪尺', '修正带']"
1239,"['订书机', '钉针系列', '橡皮']"
1240,"['档案盒', '证书系列', '印台', '书立', '胶棒', '复写纸', '橡皮', '便利贴']"
1241,['起钉器']
1242,"['印台', '打孔器', '仪尺', '无线装订本']"
1243,"['印台', '圆珠笔']"
1244,"['削笔刀', '档案袋', '相册', '无孔文件夹', '文件柜', '拍纸本', '圆珠笔', '复写纸', '活页本', '修正带', '橡皮', '名片盒', '便利贴']"
1245,"['文件篮', '报告夹', '号码机', '圆珠笔', '复写纸', '橡皮', '中性笔']"
1246,['便签纸']
1247,"['笔袋', '电脑夹', '记号笔', '剪刀', '铅笔', '无线装订本']"
1248,"['削笔刀', '会议记录本', '墨水笔芯', '复写纸', '修正带', '中性笔']"
1249,"['手提金库', '无孔文件夹', '支票夹', '胶棒', '票据夹']"
1250,['账本账册']
1251,['铅笔']
1252,['胶带']
1253,"['电脑夹', '文件套', '剪刀', '皮面本', '仪尺', '橡皮', '中性笔', '便利贴']"
1254,"['胶带', '无线装订本']"
1255,"['白板系列', '胶带', '蜡笔', '卡片袋', '相册', '订书机', '印台', '文件套', '号码机', '名片盒', '中性笔']"
1256,"['白板系列', '胶带', '证书系列', '蜡笔', '电脑夹', '笔筒', '书立', '号码机', '圆珠笔', '皮面本', '活页本', '票据夹', '仪尺', '无线装订本', '毛笔', '名片盒', '中性笔']"
1257,"['文件柜', '笔筒', '橡皮']"
1258,['便签纸']
1259,['便签纸']
1260,"['档案袋', '铅笔']"
1261,"['笔袋', '电脑夹', '橡皮', '中性笔']"
1262,['便利贴']
1263,"['档案盒', '证书系列', '台座系列', '蜡笔', '笔筒', '墨水笔芯', '资料册', '荧光笔', '圆珠笔', '账本账册', '铅笔', '活页本', '橡皮', '软笔', '中性笔', '便利贴']"
1264,['无线装订本']
1265,['卡片袋']
1266,['卡片袋']
1267,"['圆珠笔', '仪尺', '中性笔']"
1268,"['POP笔', '会议记录本', '账本账册', '铅笔', '活页本', '无线装订本', '名片盒', '板夹', '中性笔']"
1270,"['胶带', '印台', '笔筒', '剪刀', '仪尺', '无线装订本', '毛笔', '橡皮', '中性笔', '便利贴']"
1271,"['胶棒', '资料册']"
1272,"['无孔文件夹', '墨水笔芯', '圆珠笔', '铅笔', '修正带']"
1273,"['档案盒', '蜡笔', '订书机', '凭证单据', '铅笔']"
1274,"['胶带', '卡片袋', '票夹', '文件柜', '修正带', '无线装订本', '用友耗材']"
1275,"['卡片袋', '笔袋', '订书机', '文件套', '圆珠笔', '账本账册']"
1276,"['白板系列', '会议记录本', '凭证单据', '胶棒', '名片盒']"
1277,"['无孔文件夹', '美工刀']"
1278,['名片盒']
1279,"['档案袋', '印台', '计算器', '文件套', '荧光笔', '铅笔', '活页本', '板夹', '中性笔', '便利贴']"
1280,"['便签纸', '印台', '切纸刀', '剪刀', '铅笔', '活页本', '修正带']"
1281,"['印章箱', '活页本', '软笔']"
1282,"['号码机', '荧光笔', '圆珠笔', '账本账册', '活页本', '修正带', '中性笔']"
1283,"['印章箱', '文件篮', '印台', '无碳复写票据', '用友耗材', '软笔']"
1284,"['证书系列', '笔袋', '文件篮', '报告夹', '胶棒', '圆珠笔', '账本账册', '活页本', '无线装订本', '中性笔']"
1285,"['证书系列', '炭笔', '胶棒', '荧光笔', '圆珠笔', '账本账册', '活页本', '钢笔', '钉针系列', '无线装订本', '台笔', '橡皮', '名片盒', '中性笔']"
1286,['无线装订本']
1287,"['便签纸', '文件套', '铅笔', '活页本', '无线装订本']"
1288,"['削笔刀', '印章箱', '笔筒', '名片盒']"
1289,['印章箱']
1290,"['支票夹', 'CD包/册', '中性笔']"
1291,"['档案盒', '会议记录本', '剪刀', '账本账册', '铅笔', '中性笔']"
1292,"['电脑夹', '修正带']"
1293,"['铅笔', '软笔']"
1294,"['相册', '笔袋', '凭证单据', '分类文件夹', '圆珠笔', '铅笔', '中性笔', '便利贴']"
1295,"['档案袋', '笔袋', '无碳复写票据', '便利贴']"
1296,"['印章箱', '胶棒', '修正带', '无线装订本', 'CD包/册']"
1297,"['水彩笔', '铅笔']"
1298,['无线装订本']
1299,"['无孔文件夹', '电脑夹', '修正带', '名片盒']"
1300,['财务计算器']
1301,"['无孔文件夹', '公事包', '圆珠笔', '活页本', '拉链袋', '票据夹', '仪尺', '中性笔']"
1302,"['档案盒', '手提金库', '圆珠笔', '修正带', '板夹']"
1303,"['白板系列', '便签纸', 'POP笔', '螺旋本', '计算器', '分类文件夹', '铅笔', '中性笔']"
1304,"['便签纸', '胶带', '证书系列', '无孔文件夹', '分类文件夹', '荧光笔', '打孔器', '账本账册', '活页本', '拉链袋']"
1305,"['证书系列', '拍纸本', '钥匙管理', '文件套', '修正液', '圆珠笔', '修正带', '板夹', '中性笔']"
1306,"['记号笔', '活页本']"
1307,"['票夹', '印章箱', '复写纸', '橡皮', '中性笔']"
1308,"['手提金库', '卡片袋', '订书机', '印台', '文件套', '公事包', '修正液', '圆珠笔', '票据夹', '橡皮', '名片盒', '中性笔']"
1309,"['印章箱', '荧光笔', '圆珠笔', '铅笔', '拉链袋', '修正带', '资料架']"
1310,"['手提金库', 'POP笔', '笔袋', '订书机', '胶棒', '铅笔', '票据夹', '仪尺', '名片盒', '便利贴']"
1311,"['卡片袋', '笔袋', '胶棒', '圆珠笔', '剪刀', '铅笔', '台笔']"
1312,"['卡片袋', '白板笔', '墨水笔芯', '钥匙管理', '剪刀', '修正带', '无线装订本']"
1313,"['电脑夹', '凭证单据', '印台', '胶带座', '螺旋本', '圆珠笔', '活页本', '修正带', '钉针系列', '毛笔', '名片盒', '中性笔']"
1314,"['账本账册', '仪尺']"
1315,"['圆珠笔', '活页本', '便利贴']"
1316,"['台历架', '胶棒', '资料册']"
1317,['卡片袋']
1318,['胶棒']
1319,"['票夹', '圆珠笔', '复写纸', '活页本', '中性笔']"
1320,['电脑夹']
1321,"['美工刀', 'CD包/册']"
1322,"['荧光笔', '资料架']"
1323,"['手提金库', '档案袋', '订书机', '印台', '圆珠笔', '剪刀', '铅笔', '修正带', '台笔', '中性笔']"
1324,"['档案盒', '手提金库', '档案袋', '白板笔', '公事包', '圆珠笔', '复写纸', '毛笔', '橡皮', '板夹', '中性笔']"
1325,"['便签纸', '有孔文件夹', '钥匙管理', '无线装订本', '中性笔']"
1326,"['文件柜', '文件篮']"
1327,"['白板系列', '墨水笔芯']"
1328,"['票夹', '文件篮', '号码机']"
1329,"['便签纸', '胶带', '笔筒']"
1330,"['削笔刀', '书立', '剪刀']"
1331,"['便签纸', '胶带', '电脑夹', '螺旋本', '笔筒', '票据夹', '毛笔', '中性笔', '便利贴']"
1332,"['台座系列', '笔袋', '文件柜', '白板笔', '台历架', '订书机', '凭证单据', '记号笔', '资料册', '圆珠笔', '复写纸', '毛笔', '便利贴']"
1333,"['胶带', '相册', '台历架', '分类文件夹', '铅笔', '橡皮', '中性笔']"
1334,"['相册', '无线装订本']"
1335,"['削笔刀', '剪刀', '无线装订本', '中性笔']"
1336,"['笔筒', '无线装订本']"
1337,"['票据夹', '仪尺', '便利贴']"
1338,"['档案袋', '证书系列', '水彩笔', '订书机', '笔筒', '修正液', '号码机', '起钉器', '活页本', '台笔', '名片盒', '中性笔', '便利贴']"
1339,"['手提金库', '台座系列', '胶棒', '圆珠笔', '无线装订本', '便利贴']"
1340,['圆珠笔']
1341,"['便签纸', '复写纸', '活页本', '仪尺']"
1342,"['削笔刀', '胶带', '修正液']"
1343,"['无孔文件夹', '杂志架', '活页本', '修正带']"
1344,"['印章箱', '中性笔', '便利贴']"
1345,"['POP笔', '分类文件夹', '铅笔', '仪尺']"
1346,"['档案袋', '笔袋', '文件篮', '计算器', '墨水笔芯', '荧光笔', '圆珠笔', '美工刀', '活页本', '修正带', '无线装订本', '毛笔', '板夹', '中性笔']"
1347,"['档案袋', '中性笔']"
1348,"['胶带', '文件篮', '荧光笔', '活页本', '中性笔']"
1349,['笔袋']
1350,"['证书系列', '台座系列', '无孔文件夹', '印章箱', '文件柜', '白板笔', '印台', '钥匙管理', '炭笔', '文件套', '号码机', '资料册', '剪刀', '起钉器', '票据夹', '无线装订本']"
1351,"['炭笔', '票据夹', '软笔']"
1352,"['档案袋', '证书系列', '蜡笔', '无孔文件夹', '水彩笔', '订书机', '支票夹', '计算器', '公事包', '胶棒', '圆珠笔', '铅笔', '仪尺', '钢笔', '橡皮', '中性笔', '便利贴']"
1353,"['笔筒', '书立', '起钉器', '活页本']"
1354,"['胶带', '相册', '白板笔', '支票夹', '笔筒', '记号笔', '计算器', '资料册', '荧光笔', '圆珠笔', '剪刀', '钢笔', '钉针系列', '台笔', '橡皮', '名片盒', '板夹', '便利贴']"
1355,['电脑夹']
1356,"['卡片袋', '笔袋', '螺旋本', '美工刀', '票据夹']"
1357,['起钉器']
1358,"['印章箱', '圆珠笔']"
1359,"['剪刀', '板夹', '中性笔']"
1360,"['印章箱', '切纸刀', '资料册']"
1361,"['卡片袋', '无孔文件夹', '订书机', '圆珠笔', '剪刀', '中性笔']"
1362,"['证书系列', '便利贴']"
1363,"['文件柜', '胶带座', '螺旋本', '计算器', '钥匙管理', '书立', '胶棒', '修正带', '无线装订本', '资料架', '板夹']"
1364,"['台座系列', '票夹', '修正带', '无线装订本', '中性笔']"
1365,"['笔袋', '票据装订机', '专用印章', '修正液']"
1366,"['水彩笔', '会议记录本', '计算器', '拍纸本', '圆珠笔', '便利贴']"
1367,['卡片袋']
1368,"['档案袋', '印台', '文件套', '打孔器', '软笔']"
1369,"['蜡笔', '无孔文件夹', '修正带', '橡皮']"
1370,"['便签纸', '印台']"
1371,['便签纸']
1372,"['电脑夹', '水彩笔', '文件篮', '圆珠笔']"
1374,"['无孔文件夹', '中性笔']"
1375,"['印章箱', '订书机', '记号笔', '文件套', '公事包', '圆珠笔', '铅笔', '仪尺', '无线装订本', '台笔', '便利贴']"
1376,['卡片袋']
1377,"['印章箱', '便利贴']"
1378,"['螺旋本', '无线装订本']"
1379,['胶带']
1380,"['证书系列', '印章箱', '软笔']"
1381,"['剪刀', '钢笔', '修正带', '无线装订本', '便利贴']"
